chart_slug,experiment_group
country-reporting-data-on-covid-vaccinations,download_button
share-nitrous-oxide-emissions,visible_alt_text
cumulative-co2-flaring,hidden_alt_text
population-census-brambor,download_button
share-of-students-at-end-of-lower-secondary-education-achieving-minimum-math-proficiency,visible_alt_text
growth-of-global-trade,hidden_alt_text
public-sector-corruption-index,no_change
icd-code-version-used-to-classify-causes-of-death,visible_alt_text
pcv3-number-unvaccinated,download_button
cardiac-surgeons-per-million-people,no_change
total-outward-financial-flows-from-drug-trafficking,no_change
year-of-the-last-reported-rinderpest-case,no_change
world-regions-according-to-world-bank-pip,visible_alt_text
reported-cases-of-acute-african-trypanosomiasis,download_button
sunflower-seed-yield,no_change
parents-same-sex-vs-different-sex,hidden_alt_text
total-inward-financial-flows-from-drug-trafficking,no_change
debt-relief-covid,no_change
national-strategy-for-youth-employment,visible_alt_text
number-of-infant-deaths-ihme,visible_alt_text
share-of-population-in-severe-multidimensional-poverty,download_button
quantity-oil-spills-decadal-average,hidden_alt_text
amount-of-foreign-aid-spend-in-recipient-countries,visible_alt_text
women-can-register-a-business-in-the-same-way-as-men,no_change
direct-democracy-index,download_button
female-share-of-low-pay-earners,no_change
public-transport-covid,no_change
population-requiring-preventive-treatment-for-river-blindness,visible_alt_text
women-have-the-same-rights-to-remarry-as-men,download_button
number-of-reported-yaws-cases,hidden_alt_text
progress-towards-guinea-worm-disease-eradication,hidden_alt_text
deaths-from-cardiovascular-diseases-by-region,visible_alt_text
status-of-trachoma-as-a-public-health-problem,visible_alt_text
executive-corruption-index,download_button
clientelism-index,hidden_alt_text
status-of-endemicity-of-visceral-leishmaniasis,hidden_alt_text
number-of-european-overseas-colonies,hidden_alt_text
elite-consultations-score,no_change
migrant-recruitment-costs,hidden_alt_text
ipv1-number-unvaccinated,no_change
lymphatic-filariasis-treatment-coverage,download_button
number-of-children-dying-from-diarrheal-diseases,no_change
share-disagrees-vaccines-are-effective,download_button
share-global-cumulative-co2-coal,hidden_alt_text
foreign-policy-free-from-interference-of-other-states-score,hidden_alt_text
constitutional-protections-lgbt,download_button
democratic-electoral-institutions-row,visible_alt_text
monthly-sea-ice-extent-in-the-arctic-decadal-average,download_button
schistosomiasis-treatment-coverage,visible_alt_text
effective-power-to-govern-score-bti,no_change
fur-trading-ban,no_change
status-of-endemicity-of-onchocerciasis,no_change
women-can-obtain-divorce-same-as-men,hidden_alt_text
rubella-number-unvaccinated,no_change
liberal-political-institutions-row,visible_alt_text
rubella-vaccination-coverage,no_change
strong-elected-regional-governments-index,download_button
death-rate-from-meningitis-gbd,download_button
urban-policies-population-dynamics,hidden_alt_text
per-capita-co2-flaring,download_button
art-coverage-for-pregnant-women,visible_alt_text
countries-that-are-parties-to-the-nagoya-protocol,no_change
number-of-infant-deaths-gho,hidden_alt_text
alcohol-expenditure-as-share-of-total,no_change
transparent-laws-row,no_change
share-of-people-who-feel-close-to-at-least-one-person,visible_alt_text
country-has-a-statistical-agency,download_button
blood-donations-men-sex-with-men,download_button
national-progress-towards-aichi-biodiversity-target-2,no_change
public-morality-laws-on-non-traditional-sexual-relations,hidden_alt_text
mobile-money-account-usage,download_button
share-of-people-who-say-accepting-a-bribe-is-never-justifiable,hidden_alt_text
co2-land-use-global-share,download_button
inciting-hatred-laws-lgbt,hidden_alt_text
population-threshold,visible_alt_text
comprehensive-nuclear-test-ban-treaty,hidden_alt_text
us-daily-covid-vaccine-doses-per-100,visible_alt_text
men-experienced-sexual-violence-by-age-18,visible_alt_text
estimated-nuclear-warheads-deliverable-in-first-strike,hidden_alt_text
share-of-the-population-with-no-formal-education-with-projections,visible_alt_text
tb-related-deaths-hiv,no_change
famines-by-level-of-gdp-per-capita-at-the-time,visible_alt_text
condom-use-at-last-high-risk-sex,download_button
cost-drugs-extensive-resistant-tb,hidden_alt_text
sea-ice-anomaly-in-the-arctic-by-month,no_change
share-global-co2-gas,hidden_alt_text
public-events-covid,download_button
numeracy-rate-in-adult-women-sdg,download_button
share-of-people-who-recently-donated-to-charity,download_button
rotavirus-number-unvaccinated,visible_alt_text
number-of-neonatal-deaths-by-region,visible_alt_text
elections-legislature-lexical,hidden_alt_text
self-reported-hopefulness,hidden_alt_text
monthly-sea-ice-extent-in-the-antarctic-decadal-average,no_change
share-cumulative-co2-oil,no_change
share-of-countries-with-procedures-for-community-participation-in-water-sanitation-management,hidden_alt_text
daily-covid-19-tests-smoothed-7-day,visible_alt_text
same-sex-sexual-acts-legal,download_button
beer-as-share-alcohol-consumption,hidden_alt_text
self-reported-freedom,no_change
numeracy-rate-in-adult-men,visible_alt_text
famines-and-the-deaths-in-them,hidden_alt_text
hiv-funding-by-region,hidden_alt_text
share-of-people-who-recently-volunteered,visible_alt_text
smoking-bans-in-public-places,hidden_alt_text
share-with-alcohol-use-disorders-receiving-treatment,visible_alt_text
uk-covid-positivity,download_button
partial-nuclear-test-ban-treaty,visible_alt_text
countries-to-access-and-benefit-sharing-clearing-house,visible_alt_text
transgender-military,visible_alt_text
deaths-registered-with-an-ill-defined-cause-of-death,hidden_alt_text
domestic-policy-free-from-interference-of-other-states-score,hidden_alt_text
political-liberties-lexical,visible_alt_text
distribution-democracy-index-polity,hidden_alt_text
tetanus-deaths-by-region,no_change
implementation-of-unclos,no_change
total-oda-for-aid-for-trade-by-donor,hidden_alt_text
sea-ice-anomaly-in-the-antarctic-by-month,hidden_alt_text
ratification-and-accession-to-unclos,visible_alt_text
women-can-sign-a-contract-same-as-men,download_button
employment-discrimination-bans-lgbt,hidden_alt_text
wine-as-share-alcohol-consumption,no_change
gamma-camera-or-nuclear-medicine-availability,visible_alt_text
national-biodiversity-strategy-align-with-aichi-target-9,hidden_alt_text
the-number-of-new-tetanus-infections-by-world-region,no_change
deaths-in-interstate-conflicts-by-region-gibler-miller,no_change
third-gender-legally-recognized,download_button
cumulative-gravitational-wave-observations,visible_alt_text
openness-of-executive-recruitment-score,visible_alt_text
share-global-cumulative-co2-gas,download_button
country-has-a-civil-register,download_button
share-of-people-with-disputes-using-a-dispute-resolution-mechanism,visible_alt_text
alcohol-consumption-by-tourists,visible_alt_text
strong-civil-society-index,hidden_alt_text
young-people-with-knowledge-on-hiv-prevention,hidden_alt_text
national-statistical-legislation,download_button
alcohol-consumption-in-15-19-year-olds,hidden_alt_text
proportion-of-women-who-make-their-own-informed-health-care-decisions,no_change
number-of-new-tetanus-cases-in-children-under-5,hidden_alt_text
conversion-therapies-banned,hidden_alt_text
women-choose-where-to-live-same-way-as-men,no_change
gender-assignment-surgeries-on-children-banned,download_button
equal-authority-over-assets-during-marriage,no_change
year-country-was-certified-free-of-guinea-worm-disease,hidden_alt_text
lgb-military-velasco,download_button
status-of-buruli-ulcer-endemicity,hidden_alt_text
spirits-as-share-total-alcohol-consumption,no_change
people-treated-for-river-blindness,no_change
share-of-firms-that-say-corruption-is-a-big-problem-for-them,hidden_alt_text
standard-drink-measure,visible_alt_text
countries-with-stats-plan-funded-by-source,visible_alt_text
weekly-icu-admissions-covid-per-million,no_change
number-of-clinical-trials-by-status,no_change
share-disagrees-vaccines-are-important,visible_alt_text
new-drugs-approved-in-the-united-states-by-designations,visible_alt_text
sites-providing-rapid-tuberculosis-diagnostics-per-million-people,hidden_alt_text
elections-for-the-governments-chief-executive,hidden_alt_text
weekly-icu-admissions-covid,visible_alt_text
age-of-full-democracy,hidden_alt_text
number-of-clinical-trials,hidden_alt_text
number-of-countries-reporting-data-on-vaccinations,download_button
average-study-length-by-phase,hidden_alt_text
number-of-users-participating-issue-or-pull-request-owid-covid-repository,no_change
countrys-top-source-of-imported-goods,hidden_alt_text
share-of-total-imports-of-goods-that-comes-from-china,hidden_alt_text
share-in-informal-employment,visible_alt_text
deaths-from-famines-by-region-and-year,no_change
number-of-clinical-trials-with-results-posted,hidden_alt_text
which-countries-include-malaria-vaccines-in-their-vaccination-schedules,hidden_alt_text
median-income-or-consumption-per-day-2011-prices,download_button
funding-for-trachoma,hidden_alt_text
china-imports-as-share-of-gdp,hidden_alt_text
world-regions-un1,download_button
unemployment-rate-for-young-people,visible_alt_text
labor-participation-rate,hidden_alt_text
share-in-informal-employment-female,download_button
employment-to-population-ratio,no_change
world-regions-un2,visible_alt_text
share-in-vulnerable-employment,no_change
world-regions-un3,no_change
number-of-clinical-trials-by-sponsor,download_button
male-labor-participation-rate,hidden_alt_text
number-of-clinical-trials-by-study-type,download_button
ilo-regions,download_button
number-of-clinical-trials-by-purpose,download_button
share-in-informal-employment-male,download_button
crude-death-rate-the-share-of-the-population-that-dies-per-year,visible_alt_text
